answer_text,answer_start,question,context,subject,Task
"الببر،",163,ما هو اكبر السنوريات فى العالم؟,"الأسد حيوان من الثدييات من فصيلة السنوريات وأحد السنوريات الأربعة الكبيرة المنتمية لجنس النمر (باللاتينية: ""Panthera"")، وهو يُعد ثاني أكبر السنوريات في العالم بعد الببر، حيث تفوق كتلة الذكور الكبيرة منه 250 كيلوغراما (550 رطلا). تعيش معظم الأسود البرية المتبقية اليوم في إفريقيا جنوب الصحراء الكبرى، ولا تزال جمهرة واحدة صغيرة مهددة بالانقراض تعيش في آسيا بولاية غوجرات في شمال غربي الهند. كان موطن الأسود شاسعا جدا في السابق، حيث كانت تتواجد في شمال إفريقيا، الشرق الأوسط، وآسيا الغربية، حيث انقرضت منذ بضعة قرون فقط. وحتى بداية العصر الحديث (الهولوسين، منذ حوالي 10,000 سنة)، كانت الأسود تُعتبر أكثر ثدييات اليابسة الكبرى انتشارا بعد الإنسان، حيث كانت توجد في معظم أنحاء إفريقيا، الكثير من أنحاء أوراسيا من أوروبا الغربية وصولا إلى الهند، وفي الأمريكيتين، من يوكون حتى البيرو.",أسد,Factoid
تفوق كتلة الذكور الكبيرة منه 250 كيلوغراما,174,ما هو وزن ذكر الاسد؟,"الأسد حيوان من الثدييات من فصيلة السنوريات وأحد السنوريات الأربعة الكبيرة المنتمية لجنس النمر (باللاتينية: ""Panthera"")، وهو يُعد ثاني أكبر السنوريات في العالم بعد الببر، حيث تفوق كتلة الذكور الكبيرة منه 250 كيلوغراما (550 رطلا). تعيش معظم الأسود البرية المتبقية اليوم في إفريقيا جنوب الصحراء الكبرى، ولا تزال جمهرة واحدة صغيرة مهددة بالانقراض تعيش في آسيا بولاية غوجرات في شمال غربي الهند. كان موطن الأسود شاسعا جدا في السابق، حيث كانت تتواجد في شمال إفريقيا، الشرق الأوسط، وآسيا الغربية، حيث انقرضت منذ بضعة قرون فقط. وحتى بداية العصر الحديث (الهولوسين، منذ حوالي 10,000 سنة)، كانت الأسود تُعتبر أكثر ثدييات اليابسة الكبرى انتشارا بعد الإنسان، حيث كانت توجد في معظم أنحاء إفريقيا، الكثير من أنحاء أوراسيا من أوروبا الغربية وصولا إلى الهند، وفي الأمريكيتين، من يوكون حتى البيرو.",أسد,Factoid
"بين 12 و14 عاما،",111,كم عمر اللبوات عادة؟,"يختلف أمد حياة الأسود باختلاف جنسها، فاللبوات التي تعيش في مناطق محميّة آمنة مثل منتزه كروغر الوطني قد تصل لما بين 12 و14 عاما، بحال تخطّت مخاطر ومشقات حياة الأشبال، بينما لا تتخطى الذكور 8 سنوات من حياتها إلا فيما ندر. إلا أن هناك وثائق تظهر أن بعض اللبوات عاشت حتى سن 20 عام في البرية. تسكن الأسود السفانا والأراضي العشبيّة عادة، إلا أنها قد تتواجد في أراضي الأشجار القمئية والغابات في بعض الأحيان. تعتبر الأسود حيوانات اجتماعية بشكل كبير مقارنة بباقي أعضاء فصيلة السنوريات، وتُسمّى المجموعة العائلية للأسود ""زمرة"" باللغة العربية، وهي تتألف من إناث مرتبطة ببعضها عن طريق القرابة (أخوات، أمهات، خالات، جدّات...)، عدد من الصغار، وبضعة ذكور بالغة. تصطاد مجموعة الإناث مع بعضها في الغالب، حيث تفترس إجمالا الحافريات الكبرى، إلا أنها قد تلجأ للتقميم إن سنحت لها الفرصة. يُعدّ الأسد مفترسا فوقيّا أو رئيسيّا (لا يفترسه أي كائن حي آخر)، ونوعا أساسيّا أو عماديّا (من أنواع الحيوانات التي يرتكز وجود باقي الأنواع بتوازن على وجودها معها في نظام بيئي معيّن). على الرغم من أن الأسود لا تعتبر الإنسان طريدة طبيعية لها وغالبا ما تتجنبه، إلا أنه يُعرف عن البعض منها أنه أصبح آكلا للبشر في حالات محددة.",أسد,Factoid
8 سنوات,188,كم عمر ذكر الاسد عادة؟,"يختلف أمد حياة الأسود باختلاف جنسها، فاللبوات التي تعيش في مناطق محميّة آمنة مثل منتزه كروغر الوطني قد تصل لما بين 12 و14 عاما، بحال تخطّت مخاطر ومشقات حياة الأشبال، بينما لا تتخطى الذكور 8 سنوات من حياتها إلا فيما ندر. إلا أن هناك وثائق تظهر أن بعض اللبوات عاشت حتى سن 20 عام في البرية. تسكن الأسود السفانا والأراضي العشبيّة عادة، إلا أنها قد تتواجد في أراضي الأشجار القمئية والغابات في بعض الأحيان. تعتبر الأسود حيوانات اجتماعية بشكل كبير مقارنة بباقي أعضاء فصيلة السنوريات، وتُسمّى المجموعة العائلية للأسود ""زمرة"" باللغة العربية، وهي تتألف من إناث مرتبطة ببعضها عن طريق القرابة (أخوات، أمهات، خالات، جدّات...)، عدد من الصغار، وبضعة ذكور بالغة. تصطاد مجموعة الإناث مع بعضها في الغالب، حيث تفترس إجمالا الحافريات الكبرى، إلا أنها قد تلجأ للتقميم إن سنحت لها الفرصة. يُعدّ الأسد مفترسا فوقيّا أو رئيسيّا (لا يفترسه أي كائن حي آخر)، ونوعا أساسيّا أو عماديّا (من أنواع الحيوانات التي يرتكز وجود باقي الأنواع بتوازن على وجودها معها في نظام بيئي معيّن). على الرغم من أن الأسود لا تعتبر الإنسان طريدة طبيعية لها وغالبا ما تتجنبه، إلا أنه يُعرف عن البعض منها أنه أصبح آكلا للبشر في حالات محددة.",أسد,Factoid
"تسكن الأسود السفانا والأراضي العشبيّة عادة،",288,اين تسكن الاسود عادة؟,"يختلف أمد حياة الأسود باختلاف جنسها، فاللبوات التي تعيش في مناطق محميّة آمنة مثل منتزه كروغر الوطني قد تصل لما بين 12 و14 عاما، بحال تخطّت مخاطر ومشقات حياة الأشبال، بينما لا تتخطى الذكور 8 سنوات من حياتها إلا فيما ندر. إلا أن هناك وثائق تظهر أن بعض اللبوات عاشت حتى سن 20 عام في البرية. تسكن الأسود السفانا والأراضي العشبيّة عادة، إلا أنها قد تتواجد في أراضي الأشجار القمئية والغابات في بعض الأحيان. تعتبر الأسود حيوانات اجتماعية بشكل كبير مقارنة بباقي أعضاء فصيلة السنوريات، وتُسمّى المجموعة العائلية للأسود ""زمرة"" باللغة العربية، وهي تتألف من إناث مرتبطة ببعضها عن طريق القرابة (أخوات، أمهات، خالات، جدّات...)، عدد من الصغار، وبضعة ذكور بالغة. تصطاد مجموعة الإناث مع بعضها في الغالب، حيث تفترس إجمالا الحافريات الكبرى، إلا أنها قد تلجأ للتقميم إن سنحت لها الفرصة. يُعدّ الأسد مفترسا فوقيّا أو رئيسيّا (لا يفترسه أي كائن حي آخر)، ونوعا أساسيّا أو عماديّا (من أنواع الحيوانات التي يرتكز وجود باقي الأنواع بتوازن على وجودها معها في نظام بيئي معيّن). على الرغم من أن الأسود لا تعتبر الإنسان طريدة طبيعية لها وغالبا ما تتجنبه، إلا أنه يُعرف عن البعض منها أنه أصبح آكلا للبشر في حالات محددة.",أسد,Factoid
آسيا,0,ما اكبر قارة فى الارض؟,"آسيا أكبر قارة في الأرض وأكثرها سكانًا، ويقع معظمها في نصفي الكرة الشرقي والشمالي. وهي تغطي 8.7% من مساحة سطح الأرض الكلية (أو 30% من مساحة أراضيها، تحديدًا 44,579 مليون كم مربع)، ومع ما يقرب من 4,462 مليار نسمة، وتحتضن 60% من سكان العالم الحاليين.",آسيا,Factoid
آسيا,0,ما اكثر القارات سكانا؟,"آسيا أكبر قارة في الأرض وأكثرها سكانًا، ويقع معظمها في نصفي الكرة الشرقي والشمالي. وهي تغطي 8.7% من مساحة سطح الأرض الكلية (أو 30% من مساحة أراضيها، تحديدًا 44,579 مليون كم مربع)، ومع ما يقرب من 4,462 مليار نسمة، وتحتضن 60% من سكان العالم الحاليين.",آسيا,Factoid
8.7% من مساحة سطح الأرض الكلية,92,كم مساحة اسيا؟,"آسيا أكبر قارة في الأرض وأكثرها سكانًا، ويقع معظمها في نصفي الكرة الشرقي والشمالي. وهي تغطي 8.7% من مساحة سطح الأرض الكلية (أو 30% من مساحة أراضيها، تحديدًا 44,579 مليون كم مربع)، ومع ما يقرب من 4,462 مليار نسمة، وتحتضن 60% من سكان العالم الحاليين.",آسيا,Factoid
"4,462 مليار نسمة،",195,كم عدد سكان اسيا؟,"آسيا أكبر قارة في الأرض وأكثرها سكانًا، ويقع معظمها في نصفي الكرة الشرقي والشمالي. وهي تغطي 8.7% من مساحة سطح الأرض الكلية (أو 30% من مساحة أراضيها، تحديدًا 44,579 مليون كم مربع)، ومع ما يقرب من 4,462 مليار نسمة، وتحتضن 60% من سكان العالم الحاليين. وقد تضاعف سكان آسيا أربع مرات تقريبًا خلال القرن 20.",آسيا,Factoid
60% من سكان العالم الحاليين.,220,كم نسبة سكان اسيا؟,"آسيا أكبر قارة في الأرض وأكثرها سكانًا، ويقع معظمها في نصفي الكرة الشرقي والشمالي. وهي تغطي 8.7% من مساحة سطح الأرض الكلية (أو 30% من مساحة أراضيها، تحديدًا 44,579 مليون كم مربع)، ومع ما يقرب من 4,462 مليار نسمة، وتحتضن 60% من سكان العالم الحاليين. وقد تضاعف سكان آسيا أربع مرات تقريبًا خلال القرن 20.",آسيا,Factoid
أربع مرات تقريبًا,269,كم مرة تضاعف سكان اسيا فى القرن ال20؟,"آسيا أكبر قارة في الأرض وأكثرها سكانًا، ويقع معظمها في نصفي الكرة الشرقي والشمالي. وهي تغطي 8.7% من مساحة سطح الأرض الكلية (أو 30% من مساحة أراضيها، تحديدًا 44,579 مليون كم مربع)، ومع ما يقرب من 4,462 مليار نسمة، وتحتضن 60% من سكان العالم الحاليين. وقد تضاعف سكان آسيا أربع مرات تقريبًا خلال القرن 20.",آسيا,Factoid
4/5 من أراضي أوراسيا,93,ما مساحة اسيا بالنسبة لاوراسيا؟,"تعرف آسيا حسب التعاريف التي قدمتها الموسوعة البريطانية، وجمعية ناشونال جيوغرافيك بأنها تعادل 4/5 من أراضي أوراسيا - مع الجزء الغربي التي تحتلها أوروبا - وتقع شرق قناة السويس، شرق جبال الأورال وإلى الجنوب من جبال القوقاز وبحر قزوين والبحر الأسود. يحدها من الشرق المحيط الهادي، ومن الجنوب المحيط الهندي ومن الشمال المحيط المتجمد الشمالي. نظرًا لحجمها وتنوعها، فإن آسيا - اسم مكاني يعود تاريخه إلى العصر الكلاسيكي القديم - ""هو أكثر المفاهيم الثقافية"" مشتركة بين المناطق والأشخاص من الكيان المادي المتجانس. أختلافات كبيرة في آسيا ما بين مناطقها وداخلها في ما يتعلق بالجماعات العرقية، الثقافات، البيئات، الاقتصاد، العلاقات التاريخية والنظم الحكومية.",آسيا,Factoid
"يحدها من الشرق المحيط الهادي،",246,ماذا يحد اسيا من الشرق؟,"تعرف آسيا حسب التعاريف التي قدمتها الموسوعة البريطانية، وجمعية ناشونال جيوغرافيك بأنها تعادل 4/5 من أراضي أوراسيا - مع الجزء الغربي التي تحتلها أوروبا - وتقع شرق قناة السويس، شرق جبال الأورال وإلى الجنوب من جبال القوقاز وبحر قزوين والبحر الأسود. يحدها من الشرق المحيط الهادي، ومن الجنوب المحيط الهندي ومن الشمال المحيط المتجمد الشمالي. نظرًا لحجمها وتنوعها، فإن آسيا - اسم مكاني يعود تاريخه إلى العصر الكلاسيكي القديم - ""هو أكثر المفاهيم الثقافية"" مشتركة بين المناطق والأشخاص من الكيان المادي المتجانس. أختلافات كبيرة في آسيا ما بين مناطقها وداخلها في ما يتعلق بالجماعات العرقية، الثقافات، البيئات، الاقتصاد، العلاقات التاريخية والنظم الحكومية.",آسيا,Factoid
المحيط الهندي,287,ماذا يحد اسيا من الجنوب؟,"تعرف آسيا حسب التعاريف التي قدمتها الموسوعة البريطانية، وجمعية ناشونال جيوغرافيك بأنها تعادل 4/5 من أراضي أوراسيا - مع الجزء الغربي التي تحتلها أوروبا - وتقع شرق قناة السويس، شرق جبال الأورال وإلى الجنوب من جبال القوقاز وبحر قزوين والبحر الأسود. يحدها من الشرق المحيط الهادي، ومن الجنوب المحيط الهندي ومن الشمال المحيط المتجمد الشمالي. نظرًا لحجمها وتنوعها، فإن آسيا - اسم مكاني يعود تاريخه إلى العصر الكلاسيكي القديم - ""هو أكثر المفاهيم الثقافية"" مشتركة بين المناطق والأشخاص من الكيان المادي المتجانس. أختلافات كبيرة في آسيا ما بين مناطقها وداخلها في ما يتعلق بالجماعات العرقية، الثقافات، البيئات، الاقتصاد، العلاقات التاريخية والنظم الحكومية.",آسيا,Factoid
"هو أحد ملوك مقدونيا الإغريق، ومن أشهر القادة العسكريين والفاتحين عبر التاريخ.",197,من هو لاسكندر الثالث المقدونى؟,"الإسكندر الثالث المقدوني، المعروف بأسماء عديدة أخرى أبرزها: الإسكندر الأكبر، والإسكندر الكبير، والإسكندر المقدوني، والإسكندر ذو القرنين (باليونانية: Ἀλέξανδρος ὁ Μέγας؛ نقحرة: ألكساندروس أوميگاس)، هو أحد ملوك مقدونيا الإغريق، ومن أشهر القادة العسكريين والفاتحين عبر التاريخ.",الإسكندر الأكبر,Non-factoid
"الإسكندر الأكبر، والإسكندر الكبير، والإسكندر المقدوني، والإسكندر ذو القرنين",60,ما هى اسماؤه الاخرى؟,"الإسكندر الثالث المقدوني، المعروف بأسماء عديدة أخرى أبرزها: الإسكندر الأكبر، والإسكندر الكبير، والإسكندر المقدوني، والإسكندر ذو القرنين (باليونانية: Ἀλέξανδρος ὁ Μέγας؛ نقحرة: ألكساندروس أوميگاس)، هو أحد ملوك مقدونيا الإغريق، ومن أشهر القادة العسكريين والفاتحين عبر التاريخ.",الإسكندر الأكبر,Factoid
Ἀλέξανδρος ὁ Μέγας؛,149,وما اسم الاسكندر ذو القرنين فى اللغة اليونانية؟,"الإسكندر الثالث المقدوني، المعروف بأسماء عديدة أخرى أبرزها: الإسكندر الأكبر، والإسكندر الكبير، والإسكندر المقدوني، والإسكندر ذو القرنين (باليونانية: Ἀλέξανδρος ὁ Μέγας؛ نقحرة: ألكساندروس أوميگاس)، هو أحد ملوك مقدونيا الإغريق، ومن أشهر القادة العسكريين والفاتحين عبر التاريخ.",الإسكندر الأكبر,Factoid
في مدينة پيلا,271,اين ولد الاسكندر ؟,"الإسكندر الثالث المقدوني، المعروف بأسماء عديدة أخرى أبرزها: الإسكندر الأكبر، والإسكندر الكبير، والإسكندر المقدوني، والإسكندر ذو القرنين (باليونانية: Ἀλέξανδρος ὁ Μέγας؛ نقحرة: )، هو أحد ملوك مقدونيا الإغريق، ومن أشهر القادة العسكريين والفاتحين عبر التاريخ. وُلد الإسكندر في مدينة پيلا قرابة سنة 356 ق.م، وتتلمذ على يد الفيلسوف والعالم الشهير أرسطو حتى بلغ ربيعه السادس عشر. وبحلول عامه الثلاثين، كان قد أسس إحدى أكبر وأعظم الإمبراطوريات التي عرفها العالم القديم، والتي امتدت من سواحل البحر الأيوني غربًا وصولاً إلى سلسلة جبال الهيمالايا شرقًا. يُعد أحد أنجح القادة العسكريين في مسيرتهم، إذ لم يحصل أن هُزم في أي معركة خاضها على الإطلاق.",الإسكندر الأكبر,Factoid
"قرابة سنة 356 ق.م،",285,كتى ولد الاسكندرالاكبر؟,"الإسكندر الثالث المقدوني، المعروف بأسماء عديدة أخرى أبرزها: الإسكندر الأكبر، والإسكندر الكبير، والإسكندر المقدوني، والإسكندر ذو القرنين (باليونانية: Ἀλέξανδρος ὁ Μέγας؛ نقحرة: )، هو أحد ملوك مقدونيا الإغريق، ومن أشهر القادة العسكريين والفاتحين عبر التاريخ. وُلد الإسكندر في مدينة پيلا قرابة سنة 356 ق.م، وتتلمذ على يد الفيلسوف والعالم الشهير أرسطو حتى بلغ ربيعه السادس عشر. وبحلول عامه الثلاثين، كان قد أسس إحدى أكبر وأعظم الإمبراطوريات التي عرفها العالم القديم، والتي امتدت من سواحل البحر الأيوني غربًا وصولاً إلى سلسلة جبال الهيمالايا شرقًا. يُعد أحد أنجح القادة العسكريين في مسيرتهم، إذ لم يحصل أن هُزم في أي معركة خاضها على الإطلاق.",الإسكندر الأكبر,Factoid
على يد الفيلسوف والعالم الشهير أرسطو,311,على يد من تتلمذ؟,"الإسكندر الثالث المقدوني، المعروف بأسماء عديدة أخرى أبرزها: الإسكندر الأكبر، والإسكندر الكبير، والإسكندر المقدوني، والإسكندر ذو القرنين (باليونانية: Ἀλέξανδρος ὁ Μέγας؛ نقحرة: )، هو أحد ملوك مقدونيا الإغريق، ومن أشهر القادة العسكريين والفاتحين عبر التاريخ. وُلد الإسكندر في مدينة پيلا قرابة سنة 356 ق.م، وتتلمذ على يد الفيلسوف والعالم الشهير أرسطو حتى بلغ ربيعه السادس عشر. وبحلول عامه الثلاثين، كان قد أسس إحدى أكبر وأعظم الإمبراطوريات التي عرفها العالم القديم، والتي امتدت من سواحل البحر الأيوني غربًا وصولاً إلى سلسلة جبال الهيمالايا شرقًا. يُعد أحد أنجح القادة العسكريين في مسيرتهم، إذ لم يحصل أن هُزم في أي معركة خاضها على الإطلاق.",الإسكندر الأكبر,Factoid
"سنة 336 ق.م،",67,متى خلف الاسكندر والده؟,"خلف الإسكندر والده، فيليپ الثاني المقدوني «الأعور»، على عرش البلاد سنة 336 ق.م، وبعد أن اغتيل الأخير. ورث الإسكندر عن أبيه مملكة متينة الأساس وجيشًا عرمرمًا قويًا ذا جنود مخضرمة. وقد مُنح حق قيادة جيوش بلاد اليونان كلها، فاستغل ذلك ليُحقق أهداف أبيه التوسعيّة، وانطلق في عام 334 ق.م في حملة على بلاد فارس، فتمكن من دحر الفرس وطردهم خارج آسيا الصغرى، ثم شرع في انتزاع ممتلكاتهم الواحدة تلو الأخرى في سلسلة من الحملات العسكرية التي دامت عشر سنوات. تمكن الإسكندر خلالها من كسر الجيش الفارسي وتحطيم القوة العسكرية للإمبراطورية الفارسية الأخمينية في عدّة وقعات حاسمة، أبرزها معركتيّ إسوس وگوگميلا. وتمكن الإسكندر في نهاية المطاف من الإطاحة بالشاه الفارسي دارا الثالث، وفتح كامل أراضي إمبراطوريته،وعند هذه النقطة، كانت الأراضي الخاضعة له قد امتدت من البحر الأدرياتيكي غربًا إلى نهر السند شرقًا.",الإسكندر الأكبر,Factoid
إسوس وگوگميلا.,578,ما اهم معاركه مع الفرس؟,"خلف الإسكندر والده، فيليپ الثاني المقدوني «الأعور»، على عرش البلاد سنة 336 ق.م، وبعد أن اغتيل الأخير. ورث الإسكندر عن أبيه مملكة متينة الأساس وجيشًا عرمرمًا قويًا ذا جنود مخضرمة. وقد مُنح حق قيادة جيوش بلاد اليونان كلها، فاستغل ذلك ليُحقق أهداف أبيه التوسعيّة، وانطلق في عام 334 ق.م في حملة على بلاد فارس، فتمكن من دحر الفرس وطردهم خارج آسيا الصغرى، ثم شرع في انتزاع ممتلكاتهم الواحدة تلو الأخرى في سلسلة من الحملات العسكرية التي دامت عشر سنوات. تمكن الإسكندر خلالها من كسر الجيش الفارسي وتحطيم القوة العسكرية للإمبراطورية الفارسية الأخمينية في عدّة وقعات حاسمة، أبرزها معركتيّ إسوس وگوگميلا. وتمكن الإسكندر في نهاية المطاف من الإطاحة بالشاه الفارسي دارا الثالث، وفتح كامل أراضي إمبراطوريته،وعند هذه النقطة، كانت الأراضي الخاضعة له قد امتدت من البحر الأدرياتيكي غربًا إلى نهر السند شرقًا.",الإسكندر الأكبر,Factoid
"دارا الثالث،",650,من الشاه الفارسى اللذى انتصر عليه الاسكندر وفتح كامل اراضى امبراطوريته؟,"خلف الإسكندر والده، فيليپ الثاني المقدوني «الأعور»، على عرش البلاد سنة 336 ق.م، وبعد أن اغتيل الأخير. ورث الإسكندر عن أبيه مملكة متينة الأساس وجيشًا عرمرمًا قويًا ذا جنود مخضرمة. وقد مُنح حق قيادة جيوش بلاد اليونان كلها، فاستغل ذلك ليُحقق أهداف أبيه التوسعيّة، وانطلق في عام 334 ق.م في حملة على بلاد فارس، فتمكن من دحر الفرس وطردهم خارج آسيا الصغرى، ثم شرع في انتزاع ممتلكاتهم الواحدة تلو الأخرى في سلسلة من الحملات العسكرية التي دامت عشر سنوات. تمكن الإسكندر خلالها من كسر الجيش الفارسي وتحطيم القوة العسكرية للإمبراطورية الفارسية الأخمينية في عدّة وقعات حاسمة، أبرزها معركتيّ إسوس وگوگميلا. وتمكن الإسكندر في نهاية المطاف من الإطاحة بالشاه الفارسي دارا الثالث، وفتح كامل أراضي إمبراطوريته،وعند هذه النقطة، كانت الأراضي الخاضعة له قد امتدت من البحر الأدرياتيكي غربًا إلى نهر السند شرقًا.",الإسكندر الأكبر,Factoid
"名探偵コナン،",26,ما اسم المحقق كونان باليابانية؟,"المحقق كونان (باليابانية: 名探偵コナン، تُنطق ميه‌‌تانتيه كۆنان أي المحقق العظيم كونان) وتُترجم رسميًا إلى المُحقق كونان هي سلسلة مانغا للكاتب غوشو أوياما حُولِّت إلى مسلسل أنمي وحلقات أوفا وأفلام أنمي وألعاب فيديو ووسائط أخرى يابانية بدأت المانغا في 18 يونيو عام 1994 وتحولت إلى مسلسل أنيمي في 8 يناير 1996 في اليابان.",المحقق كونان,Factoid
سلسلة مانغا للكاتب غوشو أوياما,118,ما هى المحقق كونان؟,"المحقق كونان (باليابانية: 名探偵コナン، تُنطق ميه‌‌تانتيه كۆنان أي المحقق العظيم كونان) وتُترجم رسميًا إلى المُحقق كونان هي سلسلة مانغا للكاتب غوشو أوياما حُولِّت إلى مسلسل أنمي وحلقات أوفا وأفلام أنمي وألعاب فيديو ووسائط أخرى يابانية بدأت المانغا في 18 يونيو عام 1994 وتحولت إلى مسلسل أنيمي في 8 يناير 1996 في اليابان.",المحقق كونان,Factoid
8 يناير 1996 في اليابان.,289,ومتى تحولت الى مسلسل انيمى؟,"المحقق كونان (باليابانية: 名探偵コナン، تُنطق ميه‌‌تانتيه كۆنان أي المحقق العظيم كونان) وتُترجم رسميًا إلى المُحقق كونان هي سلسلة مانغا للكاتب غوشو أوياما حُولِّت إلى مسلسل أنمي وحلقات أوفا وأفلام أنمي وألعاب فيديو ووسائط أخرى يابانية بدأت المانغا في 18 يونيو عام 1994 وتحولت إلى مسلسل أنيمي في 8 يناير 1996 في اليابان.",المحقق كونان,Factoid
في 18 يونيو عام 1994,173,متى بدظظظظظظظا المانغا؟,"المحقق كونان وتُترجم رسميًا إلى المُحقق كونان هي سلسلة مانغا للكاتب غوشو أوياما حُولِّت إلى مسلسل أنمي وحلقات أوفا وأفلام أنمي وألعاب فيديو ووسائط أخرى يابانية بدأت المانغا في 18 يونيو عام 1994 وتحولت إلى مسلسل أنيمي في 8 يناير 1996 في اليابان. واستمر إصدار الفصول حتى وصلت إلى أكثر من 1000 فصلًا واضعةً المانغا الخاصة بالمحقق كونان في المرتبة الـ 22 في ترتيب المانغا الأكثر إصدارًا. فحققت المانغا نجاحًا باهرًا بعدما وصلت عدد النسخ المبيعة في اليابان إلى أكثر من 120 مليون نسخة. ففي 8 أغسطس 2017 وصلت مانغا المحقق كونان إلى الفصل 1000 من فصول السلسلة. تُنشر المانغا أسبوعيًّا في مجلة شونن سندي الأسبوعية منذ 18 يونيو 1994، ثم يتم إنتاج حلقات الأنمي الخاصة بها بواسطة استديو طوكيو موفي شينشا، ويُخرج الحلقات كينجي كوداما وياسويشيرو ياماموتو وتُعرض في اليابان على قناة نيبون تي في وقناة يوميؤوري وقناة أنيماكس.",المحقق كونان,Factoid
120 مليون نسخة.,464,ما عدد النسخ اللتى بيعت منها فى اليابان؟,"المحقق كونان وتُترجم رسميًا إلى المُحقق كونان هي سلسلة مانغا للكاتب غوشو أوياما حُولِّت إلى مسلسل أنمي وحلقات أوفا وأفلام أنمي وألعاب فيديو ووسائط أخرى يابانية بدأت المانغا في 18 يونيو عام 1994 وتحولت إلى مسلسل أنيمي في 8 يناير 1996 في اليابان. واستمر إصدار الفصول حتى وصلت إلى أكثر من 1000 فصلًا واضعةً المانغا الخاصة بالمحقق كونان في المرتبة الـ 22 في ترتيب المانغا الأكثر إصدارًا. فحققت المانغا نجاحًا باهرًا بعدما وصلت عدد النسخ المبيعة في اليابان إلى أكثر من 120 مليون نسخة. ففي 8 أغسطس 2017 وصلت مانغا المحقق كونان إلى الفصل 1000 من فصول السلسلة. تُنشر المانغا أسبوعيًّا في مجلة شونن سندي الأسبوعية منذ 18 يونيو 1994، ثم يتم إنتاج حلقات الأنمي الخاصة بها بواسطة استديو طوكيو موفي شينشا، ويُخرج الحلقات كينجي كوداما وياسويشيرو ياماموتو وتُعرض في اليابان على قناة نيبون تي في وقناة يوميؤوري وقناة أنيماكس.",المحقق كونان,Factoid
"بواسطة استديو طوكيو موفي شينشا،",661,كيف يتم انتاج حلقات المانغا؟,"المحقق كونان وتُترجم رسميًا إلى المُحقق كونان هي سلسلة مانغا للكاتب غوشو أوياما حُولِّت إلى مسلسل أنمي وحلقات أوفا وأفلام أنمي وألعاب فيديو ووسائط أخرى يابانية بدأت المانغا في 18 يونيو عام 1994 وتحولت إلى مسلسل أنيمي في 8 يناير 1996 في اليابان. واستمر إصدار الفصول حتى وصلت إلى أكثر من 1000 فصلًا واضعةً المانغا الخاصة بالمحقق كونان في المرتبة الـ 22 في ترتيب المانغا الأكثر إصدارًا. فحققت المانغا نجاحًا باهرًا بعدما وصلت عدد النسخ المبيعة في اليابان إلى أكثر من 120 مليون نسخة. ففي 8 أغسطس 2017 وصلت مانغا المحقق كونان إلى الفصل 1000 من فصول السلسلة. تُنشر المانغا أسبوعيًّا في مجلة شونن سندي الأسبوعية منذ 18 يونيو 1994، ثم يتم إنتاج حلقات الأنمي الخاصة بها بواسطة استديو طوكيو موفي شينشا، ويُخرج الحلقات كينجي كوداما وياسويشيرو ياماموتو وتُعرض في اليابان على قناة نيبون تي في وقناة يوميؤوري وقناة أنيماكس.",المحقق كونان,Factoid
في 8 يناير 1996,21,متى اذيعت الحلقة الاولى؟,"أُذيعت الحلقة الأولى في 8 يناير 1996 وعرضت الحلقات بالتوالي إلى أن وصلت إلى أكثر من حلقة، وبذلك يحتل المركز الخامس عشر في قائمة أكثر الأنيميات من حيث عدد الحلقات. يتم عرض حلقة واحدة من الأنمي أسبوعيًّا على نبون تلفجن إلا في حالات عرض الأفلام فإنها قد تتأجل إلى أسبوعين أو أكثر. بشكل عام، تبلغ مدة عرض كل حلقة حوالي 25 دقيقة، لكن في بعض الأحيان يعرض الاستديو بعض حلقات الطويلة، والتي تعرف باسم (الحلقات الخاصة). وهي حلقات تتبع سلسلة حلقات المحقق كونان لكنها تمتاز بطول مدة عرضها، بحيث تتراوح ما بين 45 دقيقة إلى ساعتين من الزمن. ومنذ بداية عرض المحقق كونان على التلفاز في عام 1996، عُرِضَ حتى الآن ما يقارب 31 حلقة خاصة، كانت أول تلك الحلقات هي حلقة (الحلقة 43 - اختطاف كونان إيدوجاوا) والتي عُرِضَتْ بتاريخ 8 أبريل 1996، بينما آخره تلك الحلقات هي (الحلقة 805 - كونان وإيبيزو ورحلة الكابوكي الغامضة) والتي عُرِضَتْ بتاريخ 16 يناير 2016. كما بُني على السلسة 21 فيلمًا، التي عادة لا يكتبها المؤلف ذاته (غوشو أوياما) بل هناك كتاب آخرون يشاركون في تأليف الفيلم؛ وأحيانًا يقتصر الفيلم الواحد على مؤلف واحد، ويتم الإعلان عنها سنوياً في شهر نوفمبر ويتم طرحها في شهر أبريل. اُفتتحت سلسلة الأفلام بصدور أولها بعنوان () في 19 أبريل 1997، وبعدها تم إصدار باقي الأفلام بمعدل فيلم لكل عام، وكان آخر فيلم من سلسلة الأفلام قد تم إصداره في 15 أبريل 2017 بعنوان (). كما تم إصدار 12 حلقة فيديو قصيرة (OVA) تبلغ مدة عرض كل حلقة حوالي 25 دقيقة.",المحقق كونان,Factoid
